Time,JUNCTION-16,JUNCTION-20,JUNCTION-30,JUNCTION-45,JUNCTION-90
6.860696141781256197e-01,2.633543294543235334e+02,2.633575668710369087e+02,2.641051548608482449e+02,3.539470365873643232e+02,2.640412663035636456e+02
6.910774215808856979e-01,2.633543291517103739e+02,2.633575668953045010e+02,2.641051549460519823e+02,3.539470365824726059e+02,2.640412671312985822e+02
6.960852289836456652e-01,2.633543289445467508e+02,2.633575669208327099e+02,2.641051549138076666e+02,3.539470365663921143e+02,2.640412664073416522e+02
7.010930363864057435e-01,2.633543289862374763e+02,2.633575669209517400e+02,2.641051536795433776e+02,3.539470372894746788e+02,2.640412648242692057e+02
7.061008437891658218e-01,2.633543290137479858e+02,2.633575669879617180e+02,2.641051535888228727e+02,3.539470372849959858e+02,2.640412640729755367e+02
7.111086511919257891e-01,2.633543292401611211e+02,2.633575669880694363e+02,2.641051536005286380e+02,3.539470373053634944e+02,2.640412629015501125e+02
7.161164585946858674e-01,2.633543292403941791e+02,2.633575666727426778e+02,2.641051539221746225e+02,3.539470372396530138e+02,2.640412635781340214e+02
7.211242659974459457e-01,2.633543265800624908e+02,2.633575666971715918e+02,2.641051539338538419e+02,3.539470375570264196e+02,2.640412632307986200e+02
7.261320734002059130e-01,2.633543270265807905e+02,2.633575666906427273e+02,2.641051537123467483e+02,3.539470375709313430e+02,2.640412630691355389e+02
7.311398808029659913e-01,2.633543270275577015e+02,2.633575666907439654e+02,2.641051537239933964e+02,3.539470375546015362e+02,2.640412631614497059e+02
7.361476882057260696e-01,2.633543268575347156e+02,2.633575666905704225e+02,2.641051537311353741e+02,3.539470375731107197e+02,2.640412631088451576e+02
7.411554956084860368e-01,2.633543268264772337e+02,2.633575665760674838e+02,2.641051537151410002e+02,3.539470375569002272e+02,2.640412638744812170e+02
7.461633030112461151e-01,2.633543268259904266e+02,2.633575668133995009e+02,2.641051537278602837e+02,3.539470376020591402e+02,2.640412662435690550e+02
7.511711104140061934e-01,2.633543313861128468e+02,2.633575668135130172e+02,2.641051537280393404e+02,3.539470364401398683e+02,2.640412663105009869e+02
7.561789178167661607e-01,2.633543314423408219e+02,2.633575668895670105e+02,2.641051538043647611e+02,3.539470364124063622e+02,2.640412660349108478e+02
7.611867252195262390e-01,2.633543314951194247e+02,2.633575668896811521e+02,2.641051537442963308e+02,3.539470366093803477e+02,2.640412662944021918e+02
7.661945326222863173e-01,2.633543324259947553e+02,2.633575668898216691e+02,2.641051538350218379e+02,3.539470366445103764e+02,2.640412652635481550e+02
7.712023400250462846e-01,2.633543324331073450e+02,2.633575668899353559e+02,2.641051538305619601e+02,3.539470365989561742e+02,2.640412637387785253e+02
7.762101474278063629e-01,2.633543325017408847e+02,2.633575668116909014e+02,2.641051538464775490e+02,3.539470366997269366e+02,2.640412628817494465e+02
7.812179548305664412e-01,2.633543326597766736e+02,2.633575667609781590e+02,2.641051538656561206e+02,3.539470366854378653e+02,2.640412630181008353e+02
7.862257622333264084e-01,2.633543326691054745e+02,2.633575669503957783e+02,2.641051538364183102e+02,3.539470365690870040e+02,2.640412628605622558e+02
7.912335696360864867e-01,2.633543337080441233e+02,2.633575670667587474e+02,2.641051494467744760e+02,3.539470365544531774e+02,2.640412621899386636e+02
7.962413770388465650e-01,2.633543339976752122e+02,2.633575671538716847e+02,2.641051494748914479e+02,3.539470367243740156e+02,2.640412630817364175e+02
8.012491844416065323e-01,2.633543368886908524e+02,2.633575671753519032e+02,2.641051495127205158e+02,3.539470371540293741e+02,2.640412644795135293e+02
8.062569918443666106e-01,2.633543368701247687e+02,2.633575672560020848e+02,2.641051494609633892e+02,3.539470371446978447e+02,2.640412642262692202e+02
8.112647992471266889e-01,2.633543371798970725e+02,2.633575676383114796e+02,2.641051495910195968e+02,3.539470370915361741e+02,2.640412662642921191e+02
8.162726066498866562e-01,2.633543371801076205e+02,2.633575676430048702e+02,2.641051495882156246e+02,3.539470370899105092e+02,2.640412664921934720e+02
8.212804140526467345e-01,2.633543364631942154e+02,2.633575676430985482e+02,2.641051495226296879e+02,3.539470367966412709e+02,2.640412654855022652e+02
8.262882214554068128e-01,2.633543365005632495e+02,2.633575677271967947e+02,2.641051493485743435e+02,3.539470367478880348e+02,2.640412661724021177e+02
8.312960288581667800e-01,2.633543365730000119e+02,2.633575678364475152e+02,2.641051492331528152e+02,3.539470367337093535e+02,2.640412661072451215e+02
8.363038362609268583e-01,2.633543366898357476e+02,2.633575678169174239e+02,2.641051486335321670e+02,3.539470366961990635e+02,2.640412687374718530e+02
8.413116436636869366e-01,2.633543368369682298e+02,2.633575678250787178e+02,2.641051490629291720e+02,3.539470366630831677e+02,2.640412686786492031e+02
8.463194510664469039e-01,2.633543370655157787e+02,2.633575678114377752e+02,2.641051494250797305e+02,3.539470371381335667e+02,2.640412679887775766e+02
8.513272584692069822e-01,2.633543411601767161e+02,2.633575678768213493e+02,2.641051494339416763e+02,3.539470376480512073e+02,2.640412675256745842e+02
8.563350658719670605e-01,2.633543411682304622e+02,2.633575678933455606e+02,2.641051495304685091e+02,3.539470376314766895e+02,2.640412677059309772e+02
8.613428732747270278e-01,2.633543438694753149e+02,2.633575679625871544e+02,2.641051495489575700e+02,3.539470376530440490e+02,2.640412666947078719e+02
8.663506806774871061e-01,2.633543470235777022e+02,2.633575677846501435e+02,2.641051495459525995e+02,3.539470376063509320e+02,2.640412671112686667e+02
8.713584880802471844e-01,2.633543468243436223e+02,2.633575677650287616e+02,2.641051495580691721e+02,3.539470377268131642e+02,2.640412674970841067e+02
8.763662954830071516e-01,2.633543459064709396e+02,2.633575677490406974e+02,2.641051500586330008e+02,3.539470377119253612e+02,2.640412672940571497e+02
8.813741028857672299e-01,2.633543448121819779e+02,2.633575677490799762e+02,2.641051500080919254e+02,3.539470376963565741e+02,2.640412654054035784e+02
8.863819102885273082e-01,2.633543453337796905e+02,2.633575677489072859e+02,2.641051497850561987e+02,3.539470376953015602e+02,2.640412669132281849e+02
8.913897176912872755e-01,2.633543453668619350e+02,2.633575676185475345e+02,2.641051500138624419e+02,3.539470377987961456e+02,2.640412663214898998e+02
8.963975250940473538e-01,2.633543453168128394e+02,2.633575676135828303e+02,2.641051500423562288e+02,3.539470377243732173e+02,2.640412658961062107e+02
9.014053324968074321e-01,2.633543416437246947e+02,2.633575676059566604e+02,2.641051499041986972e+02,3.539470383772836044e+02,2.640412646344345831e+02
